,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_title,rtable_authors,rtable_venue,rtable_year,Truth
19,enhanced nearest neighbour search on the r-tree,"ada wai-chee fu , king lum cheung",sigmod record,1998,enhanced nearest neighbour search on the r-tree,"ada wai-chee fu , king lum cheung",sigmod record,1998 galitarian,1
20,hypergraph based reorderings of outer join queries with complex predicates,"gautam bhargava , balakrishna r. iyer , piyush goel",sigmod conference,1995,hypergraph based reorderings of outer join queries with complex predicates,mandava bhargava,sigmod conference,1996 dolap,1
21,integrating dynamically-fetched external information into a dbms for semistructured data,"jennifer widom , jason mchugh",sigmod record,1997,integrating dynamically-fetched external information into a dbms for semistructured data,j,sigmod conference,1998 galitarian,1
22,the national medical knowledge bank,warren sterling,vldb,1998,the national medical knowledge bank,e. vivierc,volonICA,1998 ──── ALMINE,1
23,what is the nearest neighbor in high dimensional spaces ?,"charu c. aggarwal , alexander hinneburg , daniel a. keim",vldb,2000,in the context of a context,peter o. b. k. vrindahl,ttk,2009 jri,1
24,"do n't be lazy , be consistent : postgres-r , a new way to implement database replication","bettina kemme , gustavo alonso",vldb,2000,replication of shared object tables with shared data,julyikanthi,vldb,2002 _______________________,1
25,why and how to benchmark xml databases,"ralph busse , michael j. carey , daniela florescu , martin l. kersten , albrecht schmidt , florian waas , ioana manolescu",sigmod record,2001,why and how to benchmark xml databases,"nalisa hazy , nalisa hazy , josé dos Santos , julian gonzález",data,2001 _____________________________,1
26,guest editor 's introduction,karl aberer,sigmod record,2003,guest editor 's introduction,karl aberer,"tatarinov , chun zhang , puer indiol",2002 galitariancol title,1
27,metu interoperable database system,"sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic",sigmod conference,1996,metu interoperable database system,"sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic",sigmod conference,"1996 _. cemprowiczźówk.d.j. ř. wysław , jdřek",1
28,efficiently instantiating view-objects from remote relational databases,"gio wiederhold , byung suk lee",vldb j.,1994,efficient instantiating view-objects from remote relational databases,"gio wiederhold , byung sa gie Wijkstra",vldb JV Høns et al.,1995 ItemThumbnailImageAjs,1
29,conceptual model of web service reputation,"munindar p. singh , e. michael maximilien",sigmod record,2002,conceptual model of web service reputation,"munindar p. singh , e. michael maximilien",sigmod record,2003 �� cola coli colii,1
30,unisql 's next-generation object-relational database management system,"phil janus , albert d'andrea",sigmod record,1996,unisql 's next-generation object-relational database management system,g. benjamin,g. benjamin,1997 _. sCol title,1
31,intelligent access to heterogeneous information sources : report on the 4th workshop on knowledge representation meets databases,"manfred a. jeusfeld , franz baader , werner nutt",sigmod record,1997,the next generation of metadata,werner nutt,sigmod record,1997 ItemThumbnailImage,1
32,dynamic xml documents with distribution and replication,"ioana manolescu , serge abiteboul , tova milo , angela bonifati , gregory cobena",sigmod conference,2003,dynamic xml documents with distribution and replication,"ioana manolescu , serge abiteboul , tova milo , angela bonifati , gregory cobena",sigmod conference,2003 ONSORED  The original paper was,1
33,on the computation of relational view complements,"gottfried vossen , jens lechtenbörger",acm trans . database syst .,2003,on the computation of relational view complements,"zoran despotovic , manfred hauswirth , magdalena punceva , roman schmidt",acm sigmod record,2003 ��,1
34,an extended entity-relationship model for geographic applications,"nectaria tryfona , thanasis hadzilacos",sigmod record,1997,an extended entity-relationship model for geographic applications,"shan z. sheng , tongru jiangkui",nectaria Tryfona,1997 �,1
35,a case for dynamic view management,"nick roussopoulos , yannis kotidis",acm trans . database syst .,2001,a case for dynamic view management,chiu jiu,trans . database syst .,2001 galitarian1,1
36,report on the 1995 international workshop on temporal databases,"arie segev , richard t. snodgrass , christian s. jensen",sigmod record,1995,a paper describing how to write SQL standard and related topics,"edvard ivan , james shahal R. Kaurcol",conference,1995 phasis,1
37,spirit : sequential pattern mining with regular expression constraints,"rajeev rastogi , kyuseok shim , minos n. garofalakis",vldb,1999,a more realistic constraint to the natural language algorithm,"shim , bob sukul",sigmod record,1999 ㅠ,1
38,review : a real time virtual walkthrough system,"yixin ruan , zhiyong huang , kian-lee tan , jason chionh , lidan shou",sigmod conference,2001,key,"j. mcclatchey , a. mcclatchey",international conference on leadership through collaboration,2001 galitarian,1
39,enhanced nearest neighbour search on the r-tree,"ada wai-chee fu , king lum cheung",sigmod record,1998,enhanced nearest neighbour search on the r-tree,"ada wai-chee fu , king lum cheung",sigmod record,1998 galitarian,1
40,report on the 1995 international workshop on temporal databases,"arie segev , richard t. snodgrass , christian s. jensen",sigmod record,1995,report on the 1995 international workshop on temporal databases,"segumentez , bennati hosbandi",sigmod record,1996 ________________________,1
41,optimization algorithms for exploiting the parallelism-communication tradeoff in pipelined parallelism,"waqar hasan , rajeev motwani",vldb,1994,optimization algorithms for exploiting the parallelism-communication tradeoff in pipelined parallelism,"woaz mary , jason r. yolson, tom leighton :",table col,,1
42,coordinating backup/recovery and data consistency between database and file systems,"c. mohan , inderpal narang , suparna bhattacharya , karen brannon , hui-i hsiao , mahadevan subramanian",sigmod conference,2002,coordinating backup/recovery and data consistency between database and file systems,"mahadevan , karen brannon",jacos sarviz,2002 ㅋㅋ,1
43,materialized view selection for multidimensional datasets,"jeffrey f. naughton , amit shukla , prasad deshpande",vldb,1998,materialized view selection for multindimensional datasets,chris galston,,2000 osphere,1
44,"building a scaleable geo-spatial dbms : technology , implementation , and evaluation","curt ellmann , roger lueder , jignesh m. patel , jie-bing yu , nancy e. hall , josef burger , david j. dewitt , navin kabra , karthikeyan ramasamy , shelly guo , jeffrey f. naughton , biswadeep nag , jim kupsch , kristin tufte",sigmod conference,1997,"building a scaleable geo-spatial dbms : technology , implementation , and evaluation","curt ellmann , roger lueder , jignesh m. patel , jie-bing yu , nancy e. hall , josef Burger & Lyle",international conference on management of data,1997 galitarian,1
45,on the academic interview circuit : an end-to-end discussion,ugur çetintemel,sigmod record,2001,on the academic interview circuit : an end-to-end discussion,ugur çetintemel,sigmod record,2001 ilater,1
46,object normal forms and dependency constraints for object-oriented schemata,"zahir tari , stefano spaccapietra , john stokes",acm trans . database syst .,1997,object normal fields and dependency constraints for object-oriented schema,"carole g. tari , stefano spaccapietra , john stokes",interval,1997 erennol,1
47,research issues in federated database systems : report of efdbs '97 workshop,"fèlix saltor , mark roantree , mark w. w. vermeer , wilhelm hasselbring , martin schönhoff , markus strässler , barry eaglestone , stefan conrad",sigmod record,1997,research issues in federated database systems,"fèlix saltor , mark roantree , mark w. w. vermeer , wilhelm hasselbring , martin schönhoff , markus strässler , barry eaglestone , stefan conrad",sigmod record,2008 【,1
48,an xml query engine for network-bound data,"daniel s. weld , alon y. halevy , zachary g. ives",vldb j.,2002,an xml query engine for network-bound data,daniel sexton ),acm sigmod record,2002 tncabstractdoc,1
49,"olap , relational , and multidimensional database systems",george colliat,sigmod record,1996,"olap , relational , and multidimensional database systems",george colliat,siu ri. col,1996 galitarianCOR title,1
50,telcordia 's database reconciliation and data quality analysis tool,"munir cochinwala , francesco caruso , paolo missier , uma ganapathy , gail lalk",vldb,2000,telcordia 's database reconciliation and data quality analysis tool,"munir cochinwala , francesco caruso , paolo missier , uma ganapathy , gail lalk",vldb,2000 nwcol title,1
51,self-similarity in the web,"stephen dill , andrew tomkins , ravi kumar , sridhar rajagopalan , kevin s. mccurley , d. sivakumar",vldb,2001,self-similarity in the web,"jin jing , tetsuya furukawa , ahmed k. elmagarmid",acm sigmod record,"1996 _. col alar , andrew tomkins , ravi kumar , mccurley , jin jing , mcurley",1
52,"data management in ecommerce : the good , the bad , and the ugly",avigdor gal,sigmod conference,2000,"data management in ecommerce : the good , the bad , and the ugly",dan yen,sigmod conference,3 2000 ��col title,1
53,enabling dynamic content caching for database-driven web sites,"qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. selçuk candan",sigmod conference,2001,enabling Dynamic Content Cache for Site-Level Text Editors,"sjok hsin , h. selens hsiung , p. paulsul",acm sigmod record,1999 essional1,1
54,editorial,"peter m. g. apers , stefano ceri , richard t. snodgrass",vldb j.,2002,editorial,"peter m. g. apers , stefano ceri , richard t. snodgrass",vldb j.,2003 –––––––––––––,1
55,implementing crash recovery in quickstore : a performance study,"seth j. white , david j. dewitt",sigmod conference,1995,implementing crash recovery in quickstore : a performance study,"sunita sarawagi , gayatri sathe",sigmod conference,1995 EVAOL,1
56,min-max compression methods for medical image databases,"john m. tyler , kosmas karadimitriou",sigmod record,1997,min-max compression methods for medical image databases,"john m. tyler , kosmas karadimitriou",numval conference,1997 galitarian1,1
57,managing intra-operator parallelism in parallel database systems,"david j. dewitt , manish mehta",vldb,1995,managing intra-operator parallelism in parallel database systems,"david j. dewitt , manish mehta",vldb,1995 .COM,1
58,modeling skewed distribution using multifractals and the ` 80-20 ' law,"abraham silberschatz , christos faloutsos , yossi matias",vldb,1996,multisampled data reporting colocalisation,"aminde jagadish, udhri",vldb,1998 ilateridisplayText,1
59,design and development of a stream service in a heterogenous client environment,"stavros christodoulakis , nikos pappas",vldb,2000,design and development of a stream service in a heterogeneous client environment,"matthias jarke , dirk lehmann , gunter michalk , guido blees , dirk lehmann , gunter michalk",conference,1997 SPONSORED,1
60,lineage tracing for general data warehouse transformations,"yingwei cui , jennifer widom",vldb,2001,schema checking for schema validation and validation validation,"mathew hollins, christine lucht",vldb,2002 ItemThumbnailImage,1
61,analyzing quantitative databases : image is everything,"reuven kashi , nathan s. netanyahu , amihood amir",vldb,2001,analysis of quantitative databases: object data,"nathan s. netanyahu , aur k. edlund",vldb,"2003 ={label, title}",1
62,supporting procedural constructs in sql compilers,nelson mendonça mattos,vldb,1996,supporting modular structures in SQL compilers,"ivan yalsson, s. benjakovic",citro cola,1994 ��,1
63,monotonic complements for independent data warehouses,"gottfried vossen , jens lechtenbörger , dominique laurent , nicolas spyratos",vldb j.,2001,monotonic complements for independent data warehouses,lechen,international conference on management of data,monotonic complements for independent data warehouses,1
64,a workflow-based electronic marketplace on the web,"ibrahim cingil , nazife dimililer , nesime tatbul , ilker durusoy , asuman dogac , pinar koksal , sena nural arpinar",sigmod record,1998,how database is formatted,t. k. rengarajan,xhong-gut,1997 aciously1,1
65,fast subsequence matching in time-series databases,"m. ranganathan , christos faloutsos , yannis manolopoulos",sigmod conference,1994,fast subsequencing in time-series databases,"m. ranganathan , christos faloutsos , yannis manolopoulos",sigmod conference,1994 𦐍�,1
66,the impact of technology on commercial transaction processing,edward e. cobb,vldb j.,1997,the impact of technology on commercial transaction processing,edward e. cobb,vldb j.,2006 ��TITLE,1
67,rainbow : multi-xquery optimization using materialized xml views,"brian murphy , elke a. rundensteiner , bradford pielech , maged el-sayed , mukesh mulchandani , luping ding , katica dimitrova , ling wang , xin zhang",sigmod conference,2003,rainbow : multi-xquery optimization using materialized xml views,"michael gertz , brian murphy",rndk col,brian murphy,1
68,spatial join selectivity using power laws,"christos faloutsos , bernhard seeger , caetano traina jr. , agma j. m. traina",sigmod conference,2000,spatial join selectivity using power laws : ( talk-slides available at the conference ),j. A. & G. GILBERT,conference,2000 galitarian,1
69,querying shapes of histories,"mohamed zaït , giuseppe psaila , edward l. wimmers , rakesh agrawal",vldb,1995,querying shapes of histories,"mohamed zaït , giuseppe psaila , edward l. wimmers , rakesh agrawal",vldb,1999 ={,1
70,the gmap : a versatile tool for physical data independence,"yannis e. ioannidis , marvin h. solomon , odysseas g. tsatalos",vldb j.,1996,the gmap : a versatile tool for physical data independence,"yannis e. ioannidis , marvin h. solomon , odysseas g. tsatalos",vldb j.,"1995 "":[...]COMPILATION:",1
71,diluting acid,"peter thanisch , colin stirling , tim kempster",sigmod record,1999,nontologist,"peter thanisch , colin stirling , tim kempster",sigmod record,1999 ��,1
72,autoadmin ` what-if ' index analysis utility,"surajit chaudhuri , vivek r. narasayya",sigmod conference,1998,autocommunacy ` autocommunacy ' value generation,"nadu chaudhuri , vivek r. narasayya",sigmod conference,1997 _. ludha  NCHAR text_string,1
73,sprint : a scalable parallel classifier for data mining,"john c. shafer , rakesh agrawal , manish mehta",vldb,1996,sprint : a scalable parallel classifier for data mining,"wazakhran , wazakhran yaz , rashid khan",xdol,1988 tnc,1
74,emc information sharing : direct access to mvs data from unix and nt,walt kohler,sigmod conference,1999,emc information sharing : direct access to mvs data from unix and nt,alfred mihalya,sigmod conference,1999 galitarian,1
75,constructing efficient decision trees by using optimized numeric association rules,"takeshi fukuda , yasuhiko morimoto , takeshi tokuyama , shinichi morishita",vldb,1996,constructing efficient decision trees by using optimized numeric association rules,"shinichi morimoto , yasuhiko morimoto , takeshi tokuyama , shinichi morishita",international conference on management of data,"1995 _.CORBERS: .NET , ryotak korokoshi, monggogol Col format .NET format .NET formats .NET format",1
76,public : a decision tree classifier that integrates building and pruning,"kyuseok shim , rajeev rastogi",vldb,1998,public : a decision tree classifier that integrates building and pruning,"kyuseok shim , rajeev rastogi",luis,1998 erennCol title,1
77,a new method for similarity indexing of market basket data,"joel l. wolf , charu c. aggarwal , philip s. yu",sigmod conference,1999,a new method for similarity indexing of market basket data,"joel L. wolf , charu c. aggarwal , philip s. yu",sigmod conference,1999 galitarian,1
78,dissemination of dynamic data,"pavan deolasee , amol katkar , krithi ramamritham , ankur panchbudhe , prashant j. shenoy",sigmod conference,2001,publication of dynamic data,"zamirat , krifrah rukhov","en_skalal, prinay pavalen",1993 ????????,1
79,surfing wavelets on streams : one-pass summaries for approximate aggregate queries,"anna c. gilbert , martin strauss , yannis kotidis , s. muthukrishnan",vldb,2001,a surf wavelet on streams : one-pass summaries for approximate aggregate queries,"anna c. gilbert , martin strauss , yannis kotidis , s. muthukrishnan",vldb,2001 ????????,1
80,executing sql over encrypted data in the database-service-provider model,"hakan hacigümüs , chen li , sharad mehrotra , balakrishna r. iyer",sigmod conference,2002,executing over encrypted data in the database-service-provider model,"hakan hacigümüs , chen li , sharad mehrotra , balakrishna r. iyer",sigmod conference,2002 gdala,1
81,the structured information manager : a database system for sgml documents,ron sacks-davis,vldb,1996,the structured information manager : a database system for sgml documents,ron sacks-davis,vldb,1998 ��,1
82,efficient algorithms for minimizing tree pattern queries,prakash ramanan,sigmod conference,2002,efficiency algorithms for minimizing tree pattern queries,prakash ramanan,sigmod conference,2002 vironmental variables to understand,1
83,querying shapes of histories,"mohamed zaït , giuseppe psaila , edward l. wimmers , rakesh agrawal",vldb,1995,numeric data,"zayyouwiey , dreugh arabo GEN",acm,1994 iversal,1
84,supporting procedural constructs in sql compilers,nelson mendonça mattos,vldb,1996,describing systems and systems properties without use of the label,mattos mattos,s. developpi,1999 ibly,1
85,what can hierarchies do for data warehouses ?,"laks v. s. lakshmanan , h. v. jagadish , divesh srivastava",vldb,1999,what can hierarchies do for data warehouses ?,"laks v. s. lakshmanan , h. v. jagadish , divesh srivastava",vldb,2000 galitarian,1
86,query caching and optimization in distributed mediator systems,"sibel adali , yannis papakonstantinou , k. selçuk candan , v. s. subrahmanian",sigmod conference,1996,metadata-only storage: metadata-data,"sibel adali , yannis papakonstantinou , k. selçuk candan , v. s. subrahmanian",sigmod conference,1996 erenn,1
87,fast nearest neighbor search in medical image databases,"zenon protopapas , christos faloutsos , eliot siegel , flip korn , nikolaos sidiropoulos",vldb,1996,fast nearest neighbor search in medical image databases,"zenon protopapas , christos faloutsos , eliot siegel , flip korn , nikolaos sidiropoulos",vldb,1996 ????????,1
88,an algebraic approach to rule analysis in expert database systems,"jennifer widom , elena baralis",vldb,1994,an algebraic approach to rule analysis in expert database systems,"jennifer widom , elena baralis",vldb,1988 tnc,1
89,materialized views selection in a multidimensional database,"ernest teniente , elena baralis , stefano paraboschi",vldb,1997,visibility of external web pages that do not reflect the user interface,"ernest teniente , elena baralis , stefano paraboschi",tsukurpal,1997 oubtedly,1
90,"optimizing relational queries in connection hypergraphs : nested queries , views , and binding propagations",jia liang han,vldb j.,1998,scalar name,jia liang han,vldb j.,1998 iversal1,1
91,optimization algorithms for exploiting the parallelism-communication tradeoff in pipelined parallelism,"waqar hasan , rajeev motwani",vldb,1994,optimization algorithms for exploiting the parallelism-communication tradeoff in pipelined parallelism,"konrad schwarz , eva kühn , thomas tschernko , kunas van konrad",international conference on management of data,1994 _.,1
92,index concurrency control in firm real-time database systems,"brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa",vldb,1995,index concurrency control in firm real-time database systems,bj. m. c. r. haritsa,vdlb,2001 _. vltr,1
93,analysis of existing databases at the logical level : the dba companion project,"fabien de marchi , jean-marc petit , farouk toumani , stéphane lopes",sigmod record,2003,analysis of existing databases at the logical level :the dba companion project,"fabien de marchi , qienen, marcus , rymani , ogmani",sigMod record,2004 galitarian,1
94,boat-optimistic decision tree construction,"wei-yin loh , raghu ramakrishnan , venkatesh ganti , johannes gehrke",sigmod conference,1999,boat-optimistic decision tree construction,"wei-yin loh , raghu ramakrishnan , venkatesh ganti , johannes gehrke",sigmod conference,2003 galitarian,1
95,smooth - a distributed multimedia database system,"christian hanin , roland tusch , carmen riedler , harald kosch , margit lang , lászló böszörményi , christian hofbauer , alexander bachlechner",vldb,2001,smooth - a distributed multimedia database system,"jean chavez , jean hofbauer , alexander bachlechner",trent bøck-pånes,2005,1
96,efficiently instantiating view-objects from remote relational databases,"gio wiederhold , byung suk lee",vldb j.,1994,"for large, high-level tables: a simple query","yoo 킬전운, yoo shui",international conference on management of data,1994 galitarian,1
97,"world wide database - integrating the web , corba , and databases","kevin smith , athman bouguettaya , mourad ouzzani , james beard , lily hendra , boualem benatallah",sigmod conference,1999,"world wide database - integrating the web , corba , and databases","kevin smith , athman bouguettaya , mourad ouzzani , james beard , lily hendra , boualem benatallah",sigmod conference,2000 vironmental,1
98,secure transaction processing in firm real-time database systems,"binto george , jayant r. haritsa",sigmod conference,1997,secure transaction processing in firm real-time database systems,BORGEOUS,security verification of real-time database systems,1997 galitarian,1
99,parallel mining algorithms for generalized association rules with classification hierarchy,"masaru kitsuregawa , takahiko shintani",sigmod conference,1998,parallel mining algorithms for generalized association rules with classification hierarchy,"masaru kitsuregawa , takahiko shintani",sigmod conference,1998 ___________________________ .,1
100,bounded ignorance : a technique for increasing concurrency in a replicated system,"arthur j. bernstein , narayanan krishnakumar",acm trans . database syst .,1994,bounded ignorance : a technique for increasing concurrency in a replicated system,"arthur j. bernstein , narayanan krishnakumar",acm trans . database syst .,1992 galitarian,1
101,fibonacci : a programming language for object databases,"antonio albano , renzo orsini , giorgio ghelli",vldb j.,1995,matplotlib: A data series analysis and visualization service,"giorgio albano , renzo orsini , giorgio ghelli , renzo orsini",very large data bases,1995 ________________________,1
102,efficiently supporting ad hoc queries in large datasets of time sequences,"h. v. jagadish , christos faloutsos , flip korn",sigmod conference,1997,efficiently supporting ad hoc queries in large datasets of time sequences,"h. v. jagadish , christos faloutsos , flip korn",sigmod conference,"1997 "":[ ], ""Sig"": .COMMENT, ""Conference"", ""Name"": """,1
103,analyzing quantitative databases : image is everything,"reuven kashi , nathan s. netanyahu , amihood amir",vldb,2001,analyzing quantitative databases : image is everything,"britishman , nikari kashi",acm sigmod record,2001 galitarian,1
104,the complexity of transformation-based join enumeration,"césar a. galindo-legaria , martin l. kersten , arjan pellenkoft",vldb,1997,the complexity of transformation-based join enumeration,"césar a. galindo-legaria ,",sigmod conference,2009 galitarian,1
105,xcache : a semantic caching system for xml queries,"elke a. rundensteiner , song wang , li chen",sigmod conference,2002,xcache : a semantic caching system for xml queries,"jilin xhong , song wang , Li rong , lengong",sigmod conference,2002 ????????,1
106,the montage extensible datablade achitecture,michael ubell,sigmod conference,1994,the montage extensible datablade achitecture : 3tier or 4tier ? what is dbms 's role ?,michael ubell,international conference on management of data,1990 ONSORED,1
107,performance measurements of compressed bitmap indices,theodore johnson,vldb,1999,vectorization for the representation of structured data,kenneth a. ross,vldb,1999 ursive,1
108,the cubetree storage organization,"yannis kotidis , nick roussopoulos",vldb,1998,the cubetree storage organization,"yannis kotidis , nick roussopoulos",uda-givEN,1996 ��,1
109,fast incremental maintenance of approximate histograms,"yossi matias , phillip b. gibbons , viswanath poosala",vldb,1997,fast incremental maintenance of approximations of histograms,"yossi matias , phillip b. gibbons , viswanath poosala",vldb,2009 *----------,1
110,on relational support for xml publishing : beyond sorting and tagging,"raghav kaushik , jeffrey f. naughton , surajit chaudhuri",sigmod conference,2003,data-driven and dynamic analysis,"naughton , jeffrey f. naughton , surajit chawai",sigmod conference,2003 SPONSORED,1
111,the asilomar report on database research,"gerald held , hector garcia-molina , michael lesk , jim gray , philip a. bernstein , david maier , h. v. jagadish , michael stonebraker , stefano ceri , joseph m. hellerstein , david j. dewitt , jeffrey d. ullman , michael l. brodie , jeffrey f. naughton , michael j. franklin , hamid pirahesh",sigmod record,1998,aurora : a new model and architecture for data stream management,"nesime tatbul , sven d. j. abadi , nessa v. j. brodie , jeffrey deweitt , h. ovidia , jonk van der Wijnberger , michael j. franklin , jim berman , stefano ceri , joseph ovidia , h. v. jagadish , michael churkin , jospar zwede",sigmod record,1995-1998,1
112,"optimizing relational queries in connection hypergraphs : nested queries , views , and binding propagations",jia liang han,vldb j.,1998,"optimizing relational queries in connection hypergraphs : nested queries , views , and binding propagations","mary d. jia, liang jia, brittany liang",j.,1998 galitarian,1
113,concurrent garbage collection in o2,"marcin skubiszewski , patrick valduriez",vldb,1997,concurrent garbage collection in o2,"marcin skubiszewski , patrick valduriez",vldb,2001 qqa,1
114,scientist 's called upon to take actions,xiaolei qian,sigmod record,1996,scientist's call upon to take actions,juvente iuche,conference,2000 ��,1
115,object-oriented features of db2 client/server,hamid pirahesh,sigmod conference,1994,object-oriented features of db2 client/server,lyszka bannister,sigmod conference,1993 【ALL ABOVE】ALPHA,1
116,towards a richer web object model,frank manola,sigmod record,1998,the graph library for graph,"frank manola , paul lorca",sigmod conference,1998 _.1,1
117,parallel mining algorithms for generalized association rules with classification hierarchy,"masaru kitsuregawa , takahiko shintani",sigmod conference,1998,parallel mining algorithms for generalized association rules with classification hierarchy,"kotagiri ramamohanarao , justin zobel , alistair moffat , jesse anton , hakazuki ramamohanarao )",acm transactions on database systems ( tods ),"1998 "":[1]"" .NET ""NET"" (or in some cases, ""COM""?) with the ""NET"" acronym",1
118,dynamic maintenance of wavelet-based histograms,"yossi matias , jeffrey scott vitter , min wang",vldb,2000,dynamic maintenance of wavelet-based histograms,mierner baumann,vldb,2002 ItemThumbnailImageCol title,1
119,the garlic project,"manish arya , mary tork roth , laura m. haas , joachim thomas ii , michael j. carey , edward l. wimmers , peter m. schwarz , william f. cody , ronald fagin",sigmod conference,1996,the garlic project,"manish arya , mary tork roth , and peter l. wimmers , peter",sigmod conference,1996 galitarian,1
120,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996 galitarian2,1
121,data analysis and mining in the life sciences,nam huyn,sigmod record,2001,data analysis and mining in the life sciences,nam huyn,sigmod record,2001 galitarian,1
122,garbage collection in object oriented databases using transactional cyclic reference counting,"s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin",vldb,1997,garbage collection in object oriented databases using transactional cyclic reference counting,"s. sudarshan , prasan roy , abraham silberschatz , s. seshadri , srinivas ashwin",vldb,1997 ilaterate,1
123,fibonacci : a programming language for object databases,"antonio albano , renzo orsini , giorgio ghelli",vldb j.,1995,fibonacci : a programming language for object databases,"antonio albano , renzo orsini , giorgio ghelli",vldb,1996 ONSOREDRECORD,1
124,dynamic information visualization,yannis e. ioannidis,sigmod record,1996,dynamic information visualization,yannis e. io,tumblr,1999 【,1
