,ltable_name,ltable_addr,ltable_city,ltable_phone,ltable_type,ltable_class,rtable_name,rtable_addr,rtable_city,rtable_phone,rtable_type,rtable_class,Truth
33,` horseradish grill ',' 4320 powers ferry rd. ',atlanta,404/255 -7277,southern,398 ,chiam,' 1215 powers ferry rd. ',marietta,212-355-7555,hamburgers,686 ,0
34,campanile,' 624 s. la brea ave. ',` los angeles ',213/938 -1447,american,4 ,` cafe des artistes ',' 624 s. la brea ave. ',` los angeles ',213-938-1447,californian,294 ,0
35,aqua,' 252 california st. ',` san francisco ',415-956-9662,seafood,95 ,eclipse,' 8800 melrose ave. ',` san francisco ',310/724 -5959,californian,95 ,0
36,aqua,' 252 california st. ',` san francisco ',415/956 -9662,` american ( new ) ',95 ,` cafe pierre ',' 252 california st. ',` new york ',415-956-9662,californian,722 ,0
37,` philippe \ 's the original ',' 1001 n. alameda st. ',` los angeles ',213/628 -3781,american,17 ,` philippe the original ',' 1001 n. alameda st. ',chinatown,213-628-3781,cafeterias,17 ,0
38,` lulu restaurant-bis-cafe ',' 816 folsom st. ',` san francisco ',415/495 -5775,mediterranean,105 ,` le colonial ',' 816 folsom st. ',` san francisco ',415-495-5775,mediterranean,60 ,0
39,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404/237 -2700,international,90 ,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ne ',atlanta,212-484-5113,` american ( new ) ',90 ,0
40,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7888,chinese,666 ,moongate,' 3rd st. ',` los angeles ',310/274 -1893,italian,13 ,0
41,` hamburger mary \ 's ',' 816 folsom st. ',` san francisco ',415-626-1985,hamburgers,105 ,lespinasse,' 1582 folsom st. ',` san francisco ',212/339 -6719,american,60 ,0
42,` andre \ 's french restaurant ',' 401 s. 6th st. ',` las vegas ',310/451 -1655,mexican,116 ,` manhattan ocean club ','57 e. 57th st. ',` new york ',702-385-5016,american,239 ,0
43,` the bacchanal ',' 3570 las vegas blvd. s ',` las vegas ',702-894-7111,` only in las vegas ',449 ,` madame ching \ 's ',' 617 s. olive st. ',` los angeles ',213-627-2300,` nuova cucina italian ',19 ,0
44,` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,70 ,` palace court ',' 3570 las vegas blvd. s. ',` new york ',212/355 -2020,` french ( new ) ',70 ,0
45,` la grotta ',' 2637 peachtree rd. . peachtree house condominium ',atlanta,404/231 -1368,italian,85 ,march,' 2637 peachtree rd. ne ',atlanta,404-231-1368,italian,85 ,0
46,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702/794 -8200,mexican,444 ,` rex il ristorante ',' 2880 las vegas blvd. s. ',` los angeles ',702-734-0410,` nuova cucina italian ',72 ,0
47,` pacific dining car ',' 401 s. 6th st. ',` los angeles ',702-385-5016,american,153 ,` locanda veneta ',' 3rd st. ',` las vegas ',310/274 -1893,` french ( classic ) ',13 ,0
48,` masa \ 's ',' 648 bush st. ',` san francisco ',415/989 -7154,french,106 ,` masa \ 's ',' 648 bush st. ',la,415-989-7154,` french ( new ) ',152 ,0
49,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702/733 -3111,continental,431 ,` michael \ 's ( las vegas ) ',' 3595 las vegas blvd. s. ',` las vegas ',702-737-7111,` french ( new ) ',664 ,0
50,` bugsy \ 's diner ',' 3555 las vegas blvd. s ',` las vegas ',702-737-7111,continental,431 ,lespinasse,' 3595 las vegas blvd. s. ',` new york city ',212/339 -6719,american,664 ,0
51,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702-894-7111,asian,438 ,` madame ching \ 's ',' 3300 las vegas blvd. s. ',` las vegas ',415/495 -5775,mediterranean,105 ,0
52,oceana,'55 e. 54th st. ',` new york ',212/759 -5941,seafood,50 ,oceana,'55 e. 54th st. ',` san francisco ',212-759-5941,seafood,106 ,0
53,lespinasse,' 2 e. 55th st. ',` new york ',212-339-6719,american,43 ,` lespinasse ( new york city ) ','23 e. 22nd st. ',` new york city ',212/228 -2200,asian,43 ,0
54,` hawthorne lane ','22 hawthorne st. ',` san francisco ',415/777 -9779,californian,102 ,helmand,' 430 broadway ',` san francisco ',415-777-9779,` greek and middle eastern ',637 ,0
55,` le chardonnay ',' 8284 melrose ave. ',` los angeles ',213/655 -8880,french,12 ,patina,' 648 bush st. ',` los angeles ',415/989 -7154,french,16 ,0
56,` union square cafe ','21 e. 16th st. ',` new york ',212/243 -4020,american,65 ,` union square cafe ',' 2 e. 55th st. ',` new york ',212-243-4020,` american ( new ) ',43 ,0
57,` locanda veneta ',' 3rd st. ',` los angeles ',310-274-1893,italian,13 ,` palace court ',' 8638 w. third st. ',` los angeles ',702/731 -7547,` french ( new ) ',13 ,0
58,` cafe claude ',' 7 claude la . ',` san francisco ',415-392-3505,` french bistro ',97 ,tomtom,' 7 claude ln . ',atlanta,404/264 -1163,` french ( new ) ',92 ,0
59,` georgia grille ',' 2290 peachtree rd. ',atlanta,404/352 -3517,american,81 ,` doidge \ 's ',' 2030 union st. ',` san francisco ',404-352-3517,american,81 ,0
60,` moose \ 's ',' 340 stockton st. ',` san francisco ',415-955-5555,mediterranean,498 ,` mo better meatty meat ',' 8284 melrose ave. ',` los angeles ',213-935-5280,french,12 ,0
61,` palace court ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,continental,659 ,'em eril \ 's new orleans fish house ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7374,coffeehouses,26 ,0
62,` arnie morton \ 's of chicago ',' 435 s. la cienega blv . ',` los angeles ',310/246 -1501,american,0 ,toulouse,' 435 s. la cienega blvd. ',atlanta,310-246-1501,steakhouses,0 ,0
63,` jack \ 's ',' 615 sacramento st. ',` san francisco ',415/986 -9854,` american ( new ) ',485 ,` joe \ 's ',' 1023 abbot kinney blvd. ',venice,310-399-5811,american,308 ,0
64,` mesa grill ',' 102 fifth ave. ',` new york ',212/807 -7400,american,47 ,` mesa grill ',' 3226 mission st. ',` new york city ',212-807-7400,southwestern,47 ,0
65,` camille \ 's ',' 1186 n. highland ave. ',atlanta,404/872 -7203,italian,388 ,` indigo coastal grill ',' 1397 n. highland ave. ',` studio city ',404-876-0676,eclectic,84 ,0
66,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',702/731 -7547,continental,70 ,` bugsy \ 's diner ',' 3145 las vegas blvd. s. ',` las vegas ',702-731-7110,` french ( new ) ',431 ,0
67,` nikolai \ 's roof ',' 255 courtland st. at harris st. ',atlanta,404/221 -6362,continental,87 ,` nikolai \ 's roof ','21 e. 62nd st. ',atlanta,212-223-2900,continental,603 ,0
68,` chin \ 's ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433 ,` hedgerose heights inn the ',' 3200 las vegas blvd. s. ',` las vegas ',404-233-7673,chinese,88 ,0
69,` luna si ',' 4330 peachtree rd. ',atlanta,404-237-4116,continental,405 ,` original pancake house ( at ) ',' 797 third ave. ',atlanta,212-753-1530,american,62 ,0
70,` campton place ',' 340 stockton st. ',` san francisco ',415/955 -5555,american,98 ,` tang pavillion ','65 w. 55th st. ',` new york ',415-955-5555,` american ( new ) ',40 ,0
71,` spago ( las vegas ) ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,` steak houses ',72 ,` palace court ',' 3500 las vegas blvd. s. ',` las vegas ',702-369-6300,californian,670 ,0
72,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702/733 -8899,asian,67 ,` cafe pierre ',' 2 e. 61st st. ',` las vegas ',212-319-1660,chinese,25 ,0
73,` hawthorne lane ','22 hawthorne st. ',` san francisco ',415/777 -9779,american,102 ,jiraffe,'22 hawthorne st. ',` san francisco ',415-777-9779,californian,102 ,0
74,seryna,'11 e. 53rd st. ',` new york city ',212/980 -9393,asian,59 ,` dante \ 's down the hatch buckhead ',' 3380 peachtree rd. ',atlanta,404/266 -1600,japanese,59 ,0
75,tortillas,' 774 ponce de leon ave. ne ',atlanta,404/876 -1800,southern,86 ,felidia,' 405 e. 58th st. ',atlanta,212-754-6272,` american ( new ) ',33 ,0
76,campanile,' 624 s. la brea ave. ',` los angeles ',213/938 -1447,american,4 ,campanile,' 2 e. 55th st. ',` los angeles ',212/940 -8185,californian,43 ,0
77,` brasserie le coze ',' 3393 peachtree rd. . lenox square mall near neiman marcus ',atlanta,404-266-1440,french,77 ,` stefano \ 's ',' 3393 peachtree rd. ',atlanta,702/382 -1600,` french bistro ',672 ,0
78,toulouse,' b peachtree rd. ',atlanta,404-351-9533,` french ( new ) ',92 ,` wa-ha-ka oaxaca mexican grill ',' 625 polk st. ',` san francisco ',415/771 -3500,french,92 ,0
79,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404-237-2700,international,90 ,` ritz-carlton cafe ( buckhead ) ',' 3434 peachtree rd. ne ',` new york ',212-752-2225,` american ( new ) ',44 ,0
80,` buckhead diner ',' 3073 piedmont road ',atlanta,404/262 -3336,american,78 ,` ritz-carlton dining room ( buckhead ) ',' 3073 piedmont rd. ',atlanta,404-262-3336,` american ( new ) ',90 ,0
81,lulu,' 816 folsom st. ',` san francisco ',415/495 -5775,mediterranean,105 ,` lulu restaurant-bis-cafe ',' 816 folsom st. ',` san francisco ',415-495-5775,mediterranean,580 ,0
82,bistro,' 3400 las vegas blvd. s ',` las vegas ',702-731-7110,` french ( new ) ',70 ,` cafe roma ',' 3570 las vegas blvd. s. ',` las vegas ',702/731 -7547,` coffee shops/diners ',70 ,0
83,dawat,' 210 e. 58th st. ',` new york city ',212/355 -7555,asian,641 ,` sparks steak house ',' 210 e. 46th st. ',` las vegas ',212-687-4855,seafood,659 ,0
84,` yolie \ 's ',' 1023 abbot kinney blvd. ',` las vegas ',310-399-5811,` steak houses ',452 ,` joe \ 's ',' 2 e. 55th st. ',` new york city ',212/339 -6719,` american ( new ) ',43 ,0
85,` mo better meatty meat ',' 7261 melrose ave. ',` los angeles ',213/655 -8880,hamburgers,12 ,` campton place ',' 340 stockton st. ',la,213-935-5280,american,98 ,0
86,` buccaneer bay club ',' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,continental,429 ,` kelly \ 's on trinity ',' 333 bush st. ',` san francisco ',415/989 -7154,french,657 ,0
87,` union square cafe ','21 e. 62nd st. ',` new york ',212-223-2900,american,603 ,arcadia,' 3434 peachtree rd. ',` new york city ',404/237 -2700,` american ( new ) ',89 ,0
88,toulouse,' b peachtree rd. ',atlanta,404-351-9533,french,92 ,toulouse,' 293-b peachtree rd. ',atlanta,212-475-0969,japanese,654 ,0
89,lulu,' 816 folsom st. ',` san francisco ',415/495 -5775,mediterranean,105 ,` lulu restaurant-bis-cafe ',' 249 e. 50th st. ',` san francisco ',415-495-5775,mediterranean,105 ,0
90,` union square cafe ','21 e. 16th st. ',` new york ',212/243 -4020,american,65 ,` union square cafe ','21 e. 16th st. ',` new york city ',212/754 -9494,` american ( new ) ',34 ,0
91,` teresa \ 's ','80 montague st. ',` new york ',718-520-2910,` east european ',358 ,` teresa \ 's ',' 239 w. broadway between walker and white sts . ',` new york ',' 212 / 219-2777 ',` french bistro ',647 ,0
92,maykadeh,' 470 green st. ',roswell,770-992-5383,` greek and middle eastern ',495 ,` greenwood \ 's ',' 1087 green st. ',` las vegas ',702/734 -0410,seafood,693 ,0
93,` rex il ristorante ',' 617 s. olive st. ',` los angeles ',213-627-2300,` nuova cucina italian ',19 ,` steak house ',' 2880 las vegas blvd. s ',` los angeles ',702/734 -0410,` steak houses ',19 ,0
94,` california culinary academy ',' 625 polk st. ',` san francisco ',415/771 -3500,french,737 ,mikado,' 2209 polk st. ',` san francisco ',415-776-8226,italian,674 ,0
95,citrus,' 6703 melrose ave. ',` los angeles ',213-857-0034,californian,6 ,citrus,' 6703 melrose ave. ',` los angeles ',213/658 -6340,californian,6 ,0
96,lulu,' 816 folsom st. ',` san francisco ',415/495 -5775,mediterranean,105 ,` lulu restaurant-bis-cafe ',' 311 w. 17th st. ',` san francisco ',415-495-5775,mediterranean,105 ,0
97,maykadeh,' 470 green st. ',roswell,415/362 -8286,` greek and middle eastern ',693 ,` greenwood \ 's ',' 1087 green st. ',atlanta,770-992-5383,` ext 6108 international ',89 ,0
98,` rex il ristorante ',' 617 s. olive st. ',` los angeles ',213/627 -2300,` nuova cucina italian ',19 ,' 103 west ',' 617 s. olive st. ',atlanta,213-627-2300,continental,19 ,0
99,` la folie ',' 2316 polk st. ',` san francisco ',415-776-5577,french,104 ,` nate \ ` n \ ' al \ 's ',' 2316 polk st. ',` los angeles ',310/274 -0101,` french ( new ) ',593 ,0
100,` china grill ','60 w. 53rd st. ',` new york ',212/333 -7788,american,40 ,` la cote basque ','60 w. 55th st. ',` sherman oaks ',212-688-6525,` french ( classic ) ',3 ,0
101,` cafe claude ',' 7 claude la . ',` san francisco ',415/392 -3505,french,97 ,` cafe claude ','48 w. 65th st. ',` san francisco ',415-392-3505,french,97 ,0
102,` cafe adriano ',' 3347 fillmore st. ',` san francisco ',415/474 -4180,` american ( new ) ',108 ,` palace court ',' 3127 fillmore st. ',` san francisco ',415-563-4755,continental,70 ,0
103,' 9 jones street ',' 9 jones st. ',` new york ',212/989 -1220,american,173 ,` dottie \ 's true blue cafe ',' 3226 mission st. ',` san francisco ',415-885-2767,asian,727 ,0
104,abbey,' 163 ponce de leon ave. ',atlanta,404/876 -8532,international,379 ,citrus,' 600 ponce de leon ave. ',atlanta,404-888-9149,californian,690 ,0
105,mikado,' 3300 las vegas blvd. s. ',` las vegas ',702/791 -7111,asian,662 ,` carnegie deli ',' 854 7th ave. between 54th and 55th sts . ',` new york ',702-894-7111,delicatessen,29 ,0
106,` white house restaurant ',' 3393 peachtree rd. ',atlanta,404/264 -1163,continental,422 ,` monte carlo ',' 3145 las vegas blvd. s. ',` las vegas ',404-237-7601,diners,448 ,0
107,toulouse,' b peachtree rd. ',atlanta,404/351 -9533,french,92 ,` the bacchanal ',' 293-b peachtree rd. ',atlanta,702/731 -7525,` only in las vegas ',92 ,0
108,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,213-651-3361,american,132 ,` le chardonnay ',' 8284 melrose ave. ',la,213-935-5280,french,564 ,0
109,` cafe flore ',' 1658 market st. ',` san francisco ',415/552 -2522,mediterranean,532 ,` viva mercado \ 's ',' 2298 market st. ',` las vegas ',702-731-4036,mexican,722 ,0
110,` chin \ 's ',' 3200 las vegas blvd. s ',` las vegas ',702-733-8899,asian,67 ,joss,' 3200 las vegas blvd. s. ',` las vegas ',310/276 -1886,` coffee shops ',67 ,0
111,` island spice ','15 w. 44th st. ',` new york ',212/869 -5544,caribbean,273 ,` palace court ',' 402 w. 44th st. ',` new york city ',212-765-1737,continental,70 ,0
112,` gotham bar & grill ','12 e. 12th st. ',` new york ',212/620 -4020,japanese,35 ,yama,' 405 e. 58th st. ',` new york ',212-475-0969,american,46 ,0
113,` smith & wollensky ',' 201 e. 49th st. ',` new york city ',212/753 -1530,american,62 ,` le marais ',' 797 third ave. ',` new york city ',212-753-1530,steakhouses,62 ,0
114,` spago ( las vegas ) ',' 3400 las vegas blvd. s ',` las vegas ',702/791 -7111,californian,670 ,toulouse,' 3500 las vegas blvd. s. ',` las vegas ',404-351-9533,` french ( new ) ',92 ,0
115,` chin \ 's ',' 3799 las vegas blvd. s. ',` las vegas ',702-891-7349,asian,67 ,` rose pistola ',' 532 columbus ave. ',` san francisco ',415/399 -0499,southwestern,68 ,0
116,vong,' 200 e. 54th st. ',` new york city ',212/486 -9592,american,373 ,lutece,' 2880 las vegas blvd. s ',` las vegas ',702-734-0410,` french ( classic ) ',44 ,0
117,` philippe the original ',' 1001 n. alameda st. ',` los angeles ',213/628 -3781,american,17 ,nava,' 1001 n. alameda st. ',atlanta,213-628-3781,cafeterias,17 ,0
118,` yolie \ 's ',' 3900 paradise rd. ',` las vegas ',702/794 -0700,` american ( new ) ',452 ,` dante \ 's down the hatch buckhead ',' 1023 abbot kinney blvd. ',venice,310-399-5811,italian,560 ,0
119,` grill the ',' 9560 dayton way ',` los angeles ',310/276 -0615,american,9 ,petrossian,' 155 w. 58th st. ',` beverly hills ',212/245 -2214,` american ( traditional ) ',42 ,0
120,` morton \ 's of chicago ( atlanta ) ',' 181 peachtree st. ',atlanta,404/659 -0400,continental,91 ,` morton \ 's of chicago ( las vegas ) ',' 3200 las vegas blvd. s. ',atlanta,404-577-4366,steakhouses,704 ,0
121,lutece,' 243 e. 58th st. ',` new york ',212-752-2225,italian,33 ,` sterling brunch ',' 249 e. 50th st. ',` new york city ',702-739-4651,` french ( classic ) ',44 ,0
122,patina,' 5955 melrose ave. ',` los angeles ',310/276 -5205,californian,148 ,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404-237-2700,international,16 ,0
123,` restaurant katsu ',' 1972 n. hillhurst ave. ',` los feliz ',213-665-1891,asian,10 ,` coyote cafe ( las vegas ) ',' 1972 hillhurst ave. ',` las vegas ',702-891-7349,southwestern,68 ,0
124,` dante \ 's down the hatch buckhead ',' 3380 peachtree rd. ',atlanta,404/266 -1600,diners,393 ,bistango,' 3172 peachtree rd. ne ',atlanta,404-659-0400,` french ( classic ) ',91 ,0
125,bruno,' 240 e. 58th st. ',` new york ',212-752-2225,italian,195 ,` french quarter food shop ',' 249 e. 50th st. ',` new york city ',404-659-0400,` french ( classic ) ',44 ,0
126,campanile,' 624 s. la brea ave. ',` los angeles ',213/938 -1447,american,4 ,campanile,' 2901 pico blvd. ',` los angeles ',702/794 -0700,californian,4 ,0
127,` dining room ritz-carlton buckhead ',' 3434 peachtree rd. ',atlanta,404-240-1984,international,90 ,nava,' 1001 n. alameda st. ',atlanta,213-628-3781,southwestern,706 ,0
128,fenix,' 8358 sunset blvd. west ',hollywood,213/848 -6677,` french ( new ) ',7 ,` fenix at the argyle ',' 3300 las vegas blvd. s. ',` w. hollywood ',213-848-6677,` only in las vegas ',657 ,0
129,` cafe michelle ',' 3700 w. flamingo rd. ',` las vegas ',702/735 -8686,american,432 ,` buzio \ 's in the rio ','95 ave. a ',` las vegas ',702-252-7697,seafood,658 ,0
130,'em press court ',' 3570 las vegas blvd. s ',` las vegas ',702-733-4524,asian,438 ,` monte carlo ',' 7313 melrose ave. ',` los angeles ',213-655-8880,` french ( new ) ',665 ,0
131,` island spice ','15 w. 44th st. ',` new york city ',212/869 -5544,asian,273 ,felidia,' 243 e. 58th st. ',` new york city ',212-758-1479,caribbean,33 ,0
132,` island spice ','15 w. 44th st. ',` new york ',212/869 -5544,asian,37 ,` dante \ 's down the hatch buckhead ',' 3380 peachtree rd. ',` new york city ',404-266-1440,caribbean,393 ,0
133,` khan toke thai house ',' 5937 geary blvd. ',` san francisco ',415/668 -8998,asian,103 ,` philippe the original ',' 1001 n. alameda st. ',chinatown,415-668-6654,thai,17 ,0
134,` union square cafe ','21 e. 16th st. ',` new york ',212/243 -4020,american,65 ,` union square cafe ',' 128 e. fremont st. ',` las vegas ',212-243-4020,` american ( new ) ',65 ,0
135,` margarita \ 's mexican cantina ',' 3120 las vegas blvd. s ',` las vegas ',702-731-7110,mexican,444 ,` palace court ',' 3570 las vegas blvd. s. ',` las vegas ',310/472 -1211,` french ( new ) ',70 ,0
136,` teresa \ 's ',' 103 1st ave. between 6th and 7th sts . ',` new york ',212/228 -0604,` east european ',358 ,` teresa \ 's ','80 montague st. ',` las vegas ',718-520-2910,` only in las vegas ',647 ,0
137,` johnny rockets ( la ) ',' 7507 melrose ave. ',la,310/724 -5959,californian,564 ,petrossian,' 182 w. 58th st. ',` new york city ',213-651-3361,american,52 ,0
138,` hong kong villa ',' 2332 clement st. ',` san francisco ',415-387-0408,asian,481 ,` alain rondelli ',' 340 stockton st. ',` san francisco ',415-955-5555,american,98 ,0
139,` gray \ 's papaya ',' 2090 broadway ',` san francisco ',212-799-0243,` greek and middle eastern ',479 ,` mesa grill ',' 102 fifth ave. ',` new york city ',212-807-7400,` hot dogs ',47 ,0
140,` ralph \ 's diner ',' 3000 las vegas blvd. s ',` las vegas ',702-891-7331,` coffee shops/diners ',674 ,` tre visi ',' 3799 las vegas blvd. s. ',` las vegas ',212/245 -2214,italian,32 ,0
141,` ritz-carlton dining room ( buckhead ) ',' 3434 peachtree rd. ',atlanta,404-237-2700,international,90 ,petrossian,' 3434 peachtree rd. ne ',atlanta,212-758-1479,french,90 ,0
142,` circus circus ',' 2880 las vegas blvd. s ',` las vegas ',702/734 -0410,buffets,437 ,` steak house the ',' 2880 las vegas blvd. s. ',la,310/724 -5959,steakhouses,132 ,0
143,picholine,'35 w. 64th st. ',` new york ',212-724-8585,mediterranean,53 ,` original pancake house ( at ) ',' 1829 peachtree rd. ',atlanta,404/350 -6755,american,410 ,0
144,` ritz-carlton restaurant and dining room ',' 600 stockton st. ',` san francisco ',415/296 -7465,american,110 ,` ritz-carlton dining room ( san francisco ) ',' 600 stockton st. ',` san francisco ',415-296-7465,american,46 ,0
145,` morton \ 's of chicago ( las vegas ) ',' 3570 las vegas blvd. s ',` las vegas ',702/731 -7547,` coffee shops/diners ',433 ,lutece,' 3200 las vegas blvd. s. ',` new york city ',212-752-2225,french,667 ,0
146,pisces,'95 ave. a at 6th st. ',` new york city ',212/260 -6660,seafood,54 ,pisces,'33 w. 55th st. ',` new york city ',212-260-6660,seafood,39 ,0
